,code,element_type,event_points,first_name,form,id,now_cost,points_per_game,second_name,selected_by_percent,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
400,198826,2,0,Ben,0.0,273,44,1.3,Godfrey,0.1,a,14,45,24,13782,67,23421,56,0.0,5.5,Godfrey,1654,0,0,2,38,0,0,0,2,1,0,0,288,380.4,19.9,58.0,46.1
401,232980,2,0,Maximillian,2.7,274,43,1.8,Aarons,1.1,a,14,45,45,60844,913,164169,1215,0.6,10.5,Aarons,2250,0,1,4,47,0,0,0,6,0,0,1,339,360.6,298.6,206.0,86.6
402,192303,2,0,Christoph,2.7,275,44,2.3,Zimmermann,0.0,d,14,45,35,4036,6,3732,228,0.6,8.0,Zimmermann,1295,0,1,3,21,0,0,0,2,0,0,1,234,312.2,15.5,62.0,39.1
403,194799,2,1,Jamal,1.0,276,44,1.4,Lewis,0.2,a,14,45,24,32173,57,38007,123,0.2,5.5,Lewis,1315,0,0,2,32,0,0,0,2,0,0,0,224,251.6,135.9,76.0,46.4
404,83428,2,1,Grant,3.0,277,40,1.2,Hanley,2.4,a,14,45,16,294512,7334,302574,3097,0.8,4.0,Hanley,1081,0,0,1,24,1,0,0,3,0,0,1,174,268.0,2.9,76.0,34.8
405,57127,4,2,Teemu,2.0,278,65,4.7,Pukki,13.1,a,14,45,123,3788917,6971,3448577,18798,0.3,18.9,Pukki,2311,11,3,5,46,0,0,0,3,0,0,21,407,536.6,322.8,1075.0,192.9
406,179587,4,0,Dennis,0.0,279,52,1.6,Srbeny,0.0,u,14,45,13,4573,6,7965,18,0.0,2.5,Srbeny,41,1,0,0,2,0,0,0,0,0,0,1,50,44.2,3.4,25.0,7.0
407,20480,1,2,Tim,5.0,280,45,3.2,Krul,2.3,a,14,45,81,223934,3470,166846,2554,1.1,18.0,Krul,2250,0,0,4,44,1,2,0,4,0,89,9,467,723.0,0.0,0.0,72.3
408,18499,1,0,Michael,0.0,281,40,5.5,McGovern,6.4,a,14,45,11,395100,605,281697,7207,0.0,2.8,McGovern,158,0,0,0,6,0,1,0,0,0,7,2,46,65.0,0.0,0.0,6.5
409,37614,3,0,Mario,0.3,282,62,1.7,Vrancic,0.1,a,14,45,19,3906,41,14191,52,0.0,3.1,Vrancic,353,1,0,0,8,0,0,0,2,0,0,1,78,82.4,82.3,68.0,23.4
410,195546,3,0,Emiliano,0.7,283,60,2.9,Buendia,0.7,a,14,45,75,211582,395,215152,1075,0.1,12.5,Buendía,1833,0,7,2,40,0,0,0,4,0,0,10,367,563.0,992.8,300.0,185.8
411,89470,3,0,Onel,0.3,284,53,1.9,Hernandez,0.1,d,14,45,33,5929,8,16695,138,0.1,6.2,Hernández,756,1,1,1,15,0,0,0,0,0,0,0,106,148.6,137.5,262.0,54.6
412,71738,3,1,Marco,0.3,285,51,1.4,Stiepermann,0.1,a,14,45,25,6025,17,11610,27,0.1,4.9,Stiepermann,925,0,0,1,24,0,0,0,4,0,0,0,75,92.0,155.6,255.0,50.4
413,78607,3,2,Kenny,2.3,286,48,2.2,McLean,0.2,a,14,45,57,11942,108,16983,100,0.5,11.9,McLean,2108,1,1,4,44,0,0,0,4,0,0,0,317,371.8,330.2,221.0,92.1
414,193111,3,2,Todd,2.0,287,48,3.6,Cantwell,20.4,a,14,45,96,3483099,20293,2193551,38855,0.4,20.0,Cantwell,1955,6,2,5,40,0,0,0,4,0,0,10,358,463.8,409.0,604.0,147.1
415,87396,3,0,Moritz,0.0,288,43,1.8,Leitner,0.2,a,14,45,16,24251,338,31215,303,0.0,3.7,Leitner,683,0,0,1,16,0,0,0,1,0,0,0,102,106.8,127.7,53.0,28.8
416,18665,3,2,Alexander,2.3,289,45,2.4,Tettey,0.3,a,14,45,50,44749,786,37548,753,0.5,11.1,Tettey,1627,1,1,4,29,0,0,0,4,0,0,3,282,266.6,102.2,128.0,49.7
417,90440,3,0,Tom,0.0,290,44,1.8,Trybull,0.6,a,14,45,25,47084,33,74251,213,0.0,5.7,Trybull,1022,0,0,2,21,0,0,0,2,0,0,0,161,184.6,44.0,90.0,32.0
418,81048,4,1,Josip,0.7,434,53,1.3,Drmic,0.1,a,14,45,16,5144,32,14402,24,0.1,3.0,Drmic,161,1,0,0,3,0,0,0,0,0,0,0,48,39.0,19.7,44.0,10.2
419,124165,3,0,Patrick,0.0,435,51,1.0,Roberts,0.0,n,14,45,3,1533,4,7698,19,0.0,0.6,Roberts,24,0,0,0,2,0,0,0,0,0,0,0,12,4.4,0.6,0.0,0.5
420,28082,1,0,Ralf,0.0,449,44,1.0,Fahrmann,0.3,a,14,45,1,5129,41,26391,81,0.0,0.2,Fahrmann,21,0,0,0,1,0,0,0,0,0,1,0,6,4.0,0.0,0.0,0.4
421,113564,2,0,Sam,2.3,454,44,1.9,Byram,0.1,i,14,45,32,6499,5,10675,334,0.5,7.3,Byram,1292,0,0,3,23,0,0,0,4,0,0,2,201,273.2,109.2,218.0,60.2
422,101061,2,0,Philip,0.0,484,39,0.0,Heise,0.7,n,14,45,0,52131,246,58890,739,0.0,0.0,Heise,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
423,128348,3,0,Ibrahim,0.0,507,45,1.6,Amadou,0.1,u,14,45,18,11516,8,11169,101,0.0,4.0,Amadou,756,0,0,1,20,0,0,0,1,0,0,0,122,177.2,18.3,31.0,22.7
424,432735,4,0,Adam,0.0,538,44,1.5,Idah,0.1,a,14,45,3,17114,142,13560,224,0.0,0.7,Idah,65,0,0,0,3,0,0,0,0,0,0,0,9,3.0,1.5,4.0,0.9
425,233849,1,0,Archie,0.0,551,40,0.0,Mair,0.1,a,14,45,0,6702,54,3321,100,0.0,0.0,Mair,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
426,232667,2,0,Akin,0.0,552,40,0.0,Famewo,0.1,n,14,45,0,4592,10,4567,50,0.0,0.0,Famewo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
427,139110,3,1,Ondrej,2.0,601,49,2.8,Duda,0.1,a,14,45,14,13810,96,6376,689,0.4,2.9,Duda,405,0,1,2,6,0,0,0,0,0,0,0,75,69.4,173.7,51.0,29.4
428,76306,3,1,Lukas,2.0,602,45,1.8,Rupp,0.0,a,14,45,9,845,85,314,49,0.4,2.0,Rupp,314,0,0,1,6,0,0,0,0,0,0,0,33,23.6,53.8,71.0,14.5
429,178304,4,0,Lys,1.3,70,46,3.1,Mousset,2.4,a,15,49,71,772284,2964,653616,13385,0.3,15.4,Mousset,1009,5,4,3,11,0,0,0,1,0,0,9,214,267.4,161.1,472.0,89.0
430,63426,2,7,Enda,4.7,291,51,3.9,Stevens,3.0,d,15,49,104,393442,3640,217185,16674,0.9,20.4,Stevens,2385,2,2,9,25,0,0,0,5,0,0,8,482,511.6,462.0,253.0,122.7
431,87121,2,0,Kieron,0.0,292,42,0.0,Freeman,0.1,a,15,49,0,4643,61,10753,100,0.0,0.0,Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
432,146610,2,2,Jack,3.7,293,47,3.3,O'Connell,3.5,a,15,49,90,408055,6067,189931,14183,0.8,19.1,O'Connell,2430,0,1,9,25,0,0,0,3,0,0,6,464,494.6,226.2,212.0,93.4
433,82691,2,2,George,3.0,294,51,4.0,Baldock,11.3,a,15,49,109,1256152,11051,465546,46975,0.6,21.4,Baldock,2430,2,4,9,25,0,0,0,6,0,0,7,435,423.2,315.4,188.0,92.7
434,108416,2,2,John,4.7,295,46,3.4,Egan,2.2,a,15,49,88,214187,7607,72763,8059,1.0,19.1,Egan,2328,0,1,9,22,0,0,0,2,0,0,4,420,426.8,12.3,354.0,79.4
435,18832,2,0,Richard,0.0,296,39,0.0,Stearman,2.2,u,15,49,0,129289,937,170841,2127,0.0,0.0,Stearman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
436,153723,2,1,John,3.0,297,49,4.5,Lundstram,40.7,a,15,49,116,3608838,10483,1337018,154027,0.6,23.2,Lundstram,1975,4,3,8,20,0,0,0,4,0,0,12,428,394.2,316.6,351.0,106.5
437,18867,4,2,Billy,4.3,298,56,1.8,Sharp,0.4,a,15,49,31,61746,2047,102031,2023,0.8,5.5,Sharp,590,2,0,1,6,0,0,0,1,1,0,6,87,91.2,113.4,189.0,38.7
438,213280,1,0,Jake,0.0,299,43,0.0,Eastwood,0.1,a,15,49,0,2068,26,13952,44,0.0,0.0,Eastwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
439,59614,3,0,Mark,0.0,300,52,0.0,Duffy,0.0,n,15,49,0,299,2,5210,7,0.0,0.0,Duffy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
440,47247,3,2,John,2.0,301,51,3.8,Fleck,6.1,a,15,49,91,750415,8704,314761,55207,0.4,17.8,Fleck,2098,5,2,7,21,0,0,0,7,0,0,13,411,481.2,573.0,409.0,146.5
441,79934,3,2,Oliver,4.0,302,49,2.7,Norwood,0.4,a,15,49,74,54225,1895,50508,2251,0.8,15.1,Norwood,2283,1,2,9,25,0,0,0,6,0,0,6,430,488.8,638.5,100.0,122.8
442,27436,4,1,David,0.3,303,54,2.0,McGoldrick,0.2,a,15,49,41,43851,100,50369,258,0.1,7.6,McGoldrick,1330,0,2,5,13,0,0,0,2,0,0,3,107,199.4,195.0,437.0,83.0
443,40386,2,2,Chris,3.7,423,45,3.1,Basham,1.2,a,15,49,83,126307,5632,51622,5472,0.8,18.4,Basham,2342,0,0,9,25,0,0,0,4,0,0,3,428,471.4,136.9,79.0,69.0
444,74854,1,0,Simon,0.0,436,43,1.0,Moore,0.1,a,15,49,1,3677,31,6503,72,0.0,0.2,Moore,90,0,0,0,3,0,0,0,0,0,2,0,9,7.8,0.0,0.0,0.8
445,49083,3,0,Luke,0.0,441,51,1.2,Freeman,0.1,a,15,49,11,3639,30,9731,59,0.0,2.2,Freeman,322,0,0,1,4,0,0,0,2,0,0,0,32,43.6,75.1,17.0,13.6
446,7645,2,0,Phil,0.0,444,42,1.0,Jagielka,0.3,a,15,49,4,16260,73,46133,281,0.0,1.0,Jagielka,128,0,0,0,3,0,0,0,0,0,0,0,31,39.0,4.7,2.0,4.5
447,171975,3,0,Callum,0.0,453,50,2.1,Robinson,0.2,n,15,49,33,49849,2,96755,200,0.0,6.6,Callum Robinson,669,1,2,2,6,0,0,0,1,0,0,1,73,79.8,72.8,156.0,30.4
448,90518,3,0,Ravel,0.0,456,46,1.0,Morrison,0.1,n,15,49,1,4265,5,13722,83,0.0,0.2,Morrison,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,4.0,0.2
449,172649,1,2,Dean,4.7,471,52,4.4,Henderson,15.9,a,15,49,115,1480030,9099,477027,53877,0.9,22.1,Henderson,2340,0,1,9,22,0,1,0,2,0,66,11,485,482.4,0.0,18.0,50.1
450,167878,3,1,Ben,0.7,472,47,1.0,Osborn,0.0,a,15,49,6,1263,26,3029,36,0.1,1.3,Osborn,97,0,0,0,0,0,0,0,0,0,0,0,26,18.6,25.3,8.0,5.2
451,169432,4,2,Oliver,2.0,501,57,2.2,McBurnie,0.3,a,15,49,56,38377,443,33486,1913,0.4,9.8,McBurnie,1339,4,0,6,15,0,0,0,3,0,0,4,190,293.4,129.5,577.0,99.8
452,194126,1,0,Michael,0.0,521,44,0.0,Verrips,0.0,a,15,49,0,1085,22,2034,37,0.0,0.0,Verrips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
453,87447,3,0,Muhamed,0.0,522,44,1.0,Besic,0.1,a,15,49,9,9693,74,17154,177,0.0,2.0,Bešić,243,0,0,0,2,0,0,0,2,0,0,0,40,34.2,21.5,29.0,8.5
454,18440,4,0,Leon,0.0,547,44,1.0,Clarke,0.1,a,15,49,1,12128,164,9525,199,0.0,0.2,Clarke,13,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.3,4.0,0.3
455,49384,3,0,Jack,0.0,591,45,0.0,Rodwell,0.0,a,15,49,0,922,50,482,50,0.0,0.0,Rodwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
456,83427,2,0,Jack,0.0,611,40,0.0,Robinson,0.0,a,15,49,0,1559,196,503,118,0.0,0.0,Jack Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
457,207189,3,2,Sander,2.3,621,50,2.3,Berge,0.1,a,15,49,7,10768,446,2995,1122,0.5,1.4,Berge,207,0,0,1,2,0,0,0,0,0,0,0,23,25.4,6.2,16.0,4.9
458,147612,4,0,Richairo,0.0,622,48,0.0,Zivkovic,0.0,a,15,49,0,1546,59,827,183,0.0,0.0,Zivkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
459,222786,2,0,Panagiotis,0.0,625,45,0.0,Retsos,0.0,a,15,49,0,172,17,66,22,0.0,0.0,Retsos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
460,93100,2,0,Jannik,0.0,304,46,2.9,Vestergaard,2.1,a,16,20,38,520679,319,445732,1453,0.0,8.3,Vestergaard,1113,1,0,3,23,0,0,0,2,0,0,6,214,266.0,66.4,147.0,48.0
461,40146,2,6,Ryan,2.3,305,48,2.1,Bertrand,0.8,a,16,20,46,57470,3413,75516,717,0.5,9.6,Bertrand,1842,1,1,4,41,0,0,0,3,1,0,0,281,284.0,380.5,166.0,83.1
462,213482,2,0,Yan,0.0,306,46,1.1,Valery,0.1,a,16,20,9,6780,58,25670,62,0.0,2.0,Valery,554,0,1,0,18,0,0,0,1,0,0,0,64,86.4,39.5,49.0,17.4
463,171771,2,6,Jan,2.0,307,44,2.4,Bednarek,0.8,a,16,20,59,81912,2316,81919,510,0.5,13.4,Bednarek,2247,1,0,5,46,0,0,0,3,0,0,3,380,523.2,29.9,48.0,60.3
464,88900,2,6,Jack,2.0,308,45,3.3,Stephens,3.7,a,16,20,62,328590,14012,75567,3260,0.4,13.8,Stephens,1647,1,3,4,29,0,0,0,1,0,0,6,299,412.8,64.4,95.0,57.2
465,80447,2,0,Maya,0.0,310,42,1.2,Yoshida,0.2,n,16,20,10,16762,9,30311,227,0.0,2.4,Yoshida,558,0,0,1,18,0,0,0,1,0,0,1,85,96.8,3.7,77.0,17.7
466,232797,2,0,Kayne,0.0,311,39,0.0,Ramsay,1.6,n,16,20,0,117534,458,110034,2634,0.0,0.0,Ramsay,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
467,78356,4,0,Charlie,0.0,312,60,0.0,Austin,0.0,u,16,20,0,761,11,9091,20,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
468,84939,4,2,Danny,3.7,313,71,5.1,Ings,33.5,a,16,20,137,3358527,55340,1119996,51937,0.5,19.3,Ings,1867,15,1,3,34,0,0,0,2,0,0,28,499,664.8,267.1,1077.0,200.8
469,220598,4,1,Michael,0.7,314,49,1.6,Obafemi,0.2,a,16,20,21,13444,97,22379,204,0.1,4.3,Obafemi,407,1,0,2,7,0,0,0,1,0,0,2,67,64.4,71.6,123.0,25.7
470,20452,4,9,Shane,4.3,315,46,2.9,Long,2.3,a,16,20,49,158226,20411,356479,3023,0.9,10.7,Long,965,2,3,2,16,0,0,0,0,0,0,4,124,156.8,224.9,396.0,77.9
471,153371,4,0,Sam,0.0,316,45,0.0,Gallagher,0.0,u,16,20,0,2980,40,5742,15,0.0,0.0,Gallagher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
472,40383,1,0,Fraser,0.0,317,43,0.0,Forster,0.3,n,16,20,0,3189,27,49133,94,0.0,0.0,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
473,58376,1,7,Alex,3.3,318,44,3.2,McCarthy,4.2,a,16,20,54,356412,20304,101009,2330,0.7,12.3,McCarthy,1530,0,0,4,23,0,0,0,0,0,48,2,289,376.2,0.0,0.0,37.6
474,107265,1,0,Angus,0.0,319,42,2.9,Gunn,1.4,a,16,20,29,252309,759,239182,1299,0.0,6.9,Gunn,900,0,0,2,25,0,0,0,0,0,30,3,166,219.4,0.0,0.0,22.1
475,83283,3,0,Nathan,0.7,320,62,3.0,Redmond,0.7,i,16,20,69,97185,34,191972,6251,0.1,11.1,Redmond,1955,3,1,4,43,0,0,0,2,0,0,5,269,326.4,379.9,532.0,124.2
476,101178,3,3,James,2.0,321,57,3.2,Ward-Prowse,1.6,a,16,20,86,291342,6028,254199,4079,0.4,15.1,Ward-Prowse,2430,4,3,6,48,0,0,1,7,0,0,6,411,582.8,685.5,347.0,161.8
477,96787,3,0,Mohamed,0.0,322,52,0.0,Elyounoussi,0.0,n,16,20,0,326,11,3359,5,0.0,0.0,Elyounoussi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
478,91047,3,9,Stuart,3.7,323,52,2.8,Armstrong,0.3,a,16,20,56,26720,8660,16000,778,0.7,10.8,Armstrong,1044,3,1,4,15,0,0,0,3,0,0,6,157,207.0,168.3,245.0,62.0
479,151086,3,0,Mario,0.0,324,47,0.0,Lemina,0.1,n,16,20,0,1417,24,10557,16,0.0,0.0,Lemina,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
480,132015,3,3,Pierre-Emile,2.3,325,48,2.4,Hjbjerg,0.5,a,16,20,62,45661,1547,68481,889,0.5,12.9,Højbjerg,2267,0,3,6,44,0,0,0,5,0,0,1,325,389.2,382.7,263.0,103.6
481,204481,3,0,Tyreke,0.0,326,44,0.0,Johnson,0.0,a,16,20,0,2968,98,3869,38,0.0,0.0,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
482,193109,3,0,Callum,0.0,327,44,0.0,Slattery,0.3,n,16,20,0,32272,130,31533,314,0.0,0.0,Slattery,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
483,78056,3,1,Oriol,1.0,328,43,1.7,Romeu Vidal,1.5,a,16,20,35,171745,2746,152926,3195,0.2,8.1,Oriol Romeu,1296,0,0,3,32,0,0,0,3,0,0,0,199,237.6,161.4,41.0,44.0
484,158534,2,0,Kyle,0.3,337,44,1.5,Walker-Peters,0.6,d,16,20,6,103232,37,304987,772,0.1,1.4,Walker-Peters,313,0,0,0,6,0,0,0,0,0,0,0,53,65.4,44.1,18.0,12.9
485,200439,4,4,Che,2.0,437,53,1.8,Adams,0.3,a,16,20,38,31213,218,93164,192,0.4,7.2,Adams,705,0,3,3,11,0,0,0,0,0,0,0,92,66.8,137.6,214.0,40.9
486,431131,3,6,Moussa,3.0,438,52,2.5,Djenepo,0.1,a,16,20,42,30015,1358,31182,193,0.6,8.1,Djenepo,893,2,2,2,13,0,0,0,4,0,0,3,158,224.4,153.4,248.0,62.8
487,167075,2,0,Wesley,0.0,485,42,0.0,Hoedt,0.0,n,16,20,0,1057,1,4952,12,0.0,0.0,Hoedt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
488,128198,3,0,Sofiane,0.7,508,55,1.8,Boufal,0.1,a,16,20,30,15464,121,17571,68,0.1,5.5,Boufal,615,0,3,1,14,0,0,0,2,0,0,0,87,130.2,168.8,252.0,55.0
489,135720,2,0,Kevin,0.0,532,42,1.5,Danso,0.0,a,16,20,9,3478,41,3557,40,0.0,2.1,Danso,275,0,1,1,8,0,0,0,0,1,0,0,46,58.4,26.0,6.0,8.9
490,200088,4,0,Daniel,0.0,535,45,0.0,N'Lundulu,0.1,a,16,20,0,9981,108,8628,89,0.0,0.0,N'Lundulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
491,198044,1,0,Harry,0.0,548,40,0.0,Lewis,0.2,a,16,20,0,13998,119,6721,195,0.0,0.0,Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
492,214466,3,3,William,1.0,584,45,3.0,Smallbone,0.0,a,16,20,3,364,133,158,28,0.2,0.7,Smallbone,79,0,0,1,0,0,0,0,0,0,0,0,9,8.4,2.8,10.0,2.1
493,115556,2,1,Ben,0.7,329,53,1.2,Davies,0.1,a,17,6,10,8114,145,15576,50,0.1,1.9,Davies,540,0,0,0,10,0,0,0,1,0,0,0,72,124.2,58.1,14.0,19.4
494,39194,2,1,Jan,0.7,330,52,2.8,Vertonghen,1.6,a,17,6,50,129546,343,259148,1442,0.1,9.6,Vertonghen,1453,1,1,3,22,0,0,0,2,0,0,4,298,361.0,51.8,45.0,45.9
495,55605,2,1,Toby,3.7,331,53,2.5,Alderweireld,4.8,a,17,6,64,335601,1870,532176,3323,0.7,12.1,Alderweireld,2327,1,2,4,35,1,0,0,4,0,0,2,445,623.8,193.4,137.0,95.4
496,173904,2,1,Davinson,4.0,333,53,1.9,Sanchez,0.9,a,17,6,37,40942,600,76525,512,0.8,7.0,Sánchez,1710,0,1,2,27,0,0,0,4,0,0,1,313,405.2,25.0,65.0,49.6
497,77794,2,0,Kieran,0.0,334,55,0.0,Trippier,0.1,u,17,6,0,1529,16,15248,22,0.0,0.0,Trippier,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
498,234908,2,0,Juan,0.0,335,48,0.8,Foyth,0.0,i,17,6,3,2464,4,3664,40,0.0,0.6,Foyth,66,0,0,0,3,0,0,0,1,0,0,0,9,18.6,12.5,0.0,3.1
499,80226,2,1,Serge,2.7,336,50,3.5,Aurier,5.9,a,17,6,77,1087547,5507,727530,17727,0.5,15.4,Aurier,1816,0,6,5,24,1,0,0,1,1,0,11,435,479.8,384.6,184.0,104.9
500,78830,4,0,Harry,0.0,338,108,5.2,Kane,8.6,i,17,6,104,1665483,72,3047867,3695,0.0,9.6,Kane,1778,11,2,2,29,0,0,0,2,0,0,16,374,531.4,291.1,696.0,151.8
501,165990,4,0,Vincent,0.0,339,45,0.0,Janssen,0.1,u,17,6,0,2909,19,9115,17,0.0,0.0,Janssen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
502,37915,1,3,Hugo,6.7,340,53,4.1,Lloris,3.5,a,17,6,45,246274,3737,647583,2250,1.3,8.5,Lloris,908,0,0,2,13,0,1,0,0,0,44,4,218,329.4,0.0,0.0,33.0
503,102884,1,0,Paulo,0.0,341,43,3.4,Gazzaniga,2.2,a,17,6,57,521365,704,412118,10363,0.0,13.3,Gazzaniga,1522,0,0,2,23,0,1,0,1,0,58,6,292,439.2,10.0,0.0,45.0
504,85971,3,0,Heung-Min,7.0,342,99,5.8,Son,5.3,i,17,6,122,3069690,607,2935238,77827,0.7,12.3,Son,1744,9,9,4,25,0,0,1,0,2,0,13,395,604.2,431.0,893.0,192.2
505,80607,3,0,Christian,0.0,343,86,2.4,Eriksen,2.5,u,17,6,48,142751,28,448444,1274,0.0,5.6,Eriksen,1090,2,2,1,18,0,0,0,5,0,0,6,205,262.4,348.9,225.0,83.3
506,108823,3,1,Bamidele,2.0,344,84,5.0,Alli,4.9,a,17,6,99,1634979,10913,1384710,34525,0.2,11.8,Alli,1578,7,4,4,20,0,0,0,2,0,0,12,303,451.2,295.6,520.0,126.8
507,95715,3,2,Lucas,3.3,345,71,2.9,Rodrigues Moura da Silva,5.1,a,17,6,73,757901,14901,1141410,9955,0.5,10.3,Lucas Moura,1540,4,3,3,20,0,0,0,2,0,0,1,229,360.6,334.1,560.0,125.3
508,62974,3,4,Erik,1.7,346,57,2.9,Lamela,1.1,a,17,6,46,488981,1190,510544,404,0.3,8.1,Lamela,852,2,3,3,9,0,0,0,2,0,0,2,171,185.6,227.6,272.0,68.4
509,157668,3,1,Harry,2.0,347,52,1.5,Winks,0.3,a,17,6,34,18400,268,31121,217,0.4,6.5,Winks,1499,0,0,3,24,0,0,0,7,0,0,0,253,255.2,241.0,37.0,53.3
510,54756,3,0,Victor,0.0,348,47,0.5,Wanyama,0.1,a,17,6,1,5320,37,8234,56,0.0,0.2,Wanyama,24,0,0,0,2,0,0,0,1,0,0,0,5,1.2,0.9,0.0,0.2
511,45268,3,0,Moussa,0.0,349,48,2.5,Sissoko,1.2,i,17,6,49,222485,16,292031,820,0.0,10.2,Sissoko,1688,2,1,3,25,0,0,0,6,0,0,0,272,242.8,201.9,167.0,61.1
512,93264,3,0,Eric,1.7,350,48,1.8,Dier,0.2,a,17,6,21,12859,143,19122,176,0.4,4.4,Dier,710,0,2,1,14,0,0,0,4,0,0,0,90,161.4,85.2,39.0,28.6
513,168764,3,0,Luke,0.0,351,44,0.0,Amos,0.0,n,17,6,0,987,23,1315,13,0.0,0.0,Amos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
514,209042,3,0,Oliver,0.0,352,43,1.0,Skipp,0.6,a,17,6,3,48642,1781,47397,1127,0.0,0.7,Skipp,12,0,0,0,0,0,0,0,0,0,0,0,8,5.0,0.2,0.0,0.5
515,231372,3,2,Tanguy,2.0,442,58,2.5,Ndombele,2.3,a,17,6,42,586008,444,824116,546,0.3,7.2,Ndombele,879,2,2,1,15,0,0,0,2,0,0,2,202,259.6,177.7,114.0,55.2
516,447235,4,0,Troy,0.0,509,43,1.0,Parrott,0.8,a,17,6,1,85938,988,97254,1079,0.0,0.2,Parrott,5,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0
517,200826,3,1,Giovani,1.3,523,73,1.4,Lo Celso,0.4,a,17,6,24,25533,1150,49244,827,0.2,3.3,Lo Celso,732,0,0,3,8,0,0,0,3,0,0,0,108,150.6,222.1,84.0,45.6
518,184349,3,0,Ryan,0.0,524,54,1.5,Sessegnon,0.1,d,17,6,9,5204,5,20234,150,0.0,1.7,Sessegnon,341,0,0,0,5,0,0,0,0,0,0,0,41,45.4,39.9,34.0,11.9
519,168566,3,0,Georges-Kevin,0.0,527,50,1.0,Nkoudou,0.0,u,17,6,1,1729,5,2485,6,0.0,0.2,Nkoudou,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,18.0,1.8
520,175941,1,0,Alfie,0.0,543,40,0.0,Whiteman,0.5,a,17,6,0,45087,97,21353,456,0.0,0.0,Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
521,39215,1,0,Michel,0.0,555,43,0.0,Vorm,0.0,a,17,6,0,3033,15,2763,23,0.0,0.0,Vorm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
522,214572,1,0,Brandon,0.0,558,40,0.0,Austin,0.2,a,17,6,0,16482,88,8313,239,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
523,199584,2,1,Japhet,2.3,583,41,3.5,Tanganga,2.5,a,17,6,14,229550,7287,51332,5928,0.6,3.4,Tanganga,360,0,0,2,3,0,0,0,1,0,0,0,74,88.6,5.5,9.0,10.3
524,195774,3,0,Gedson,0.3,605,48,1.0,Carvalho Fernandes,0.0,a,17,6,3,4701,131,2788,279,0.1,0.6,Fernandes,32,0,0,0,0,0,0,0,0,0,0,0,9,3.8,11.7,6.0,2.2
525,194252,3,2,Steven,4.7,615,75,4.7,Bergwijn,1.9,a,17,6,14,183435,12334,47298,18130,0.6,1.9,Bergwijn,236,1,0,1,4,0,0,0,0,0,0,2,46,58.4,68.8,88.0,21.5
