,id,fixture_id,G,A,CS,gw,MP,I,C,T,ICT,team,opp,home,opp_att,opp_def,att,def,Sh90,KP90
153,14.0,182,0.0,0.0,0.0,19.0,90.0,31.0,0.0,0.0,3.1,1.0,3.0,False,1030.0,1110.0,1190.0,1330.0,0.0,0.0
154,1.0,182,0.0,0.0,0.0,19.0,13.0,2.8,0.2,0.0,0.3,1.0,3.0,False,1030.0,1110.0,1190.0,1330.0,0.0,0.0
155,4.0,182,0.0,0.0,0.0,19.0,90.0,13.0,3.2,0.0,1.6,1.0,3.0,False,1030.0,1110.0,1190.0,1330.0,0.0,0.0
156,5.0,182,0.0,0.0,0.0,19.0,76.0,19.0,0.7,0.0,2.0,1.0,3.0,False,1030.0,1110.0,1190.0,1330.0,0.0,0.0
157,106.0,182,0.0,0.0,0.0,19.0,90.0,18.0,18.4,5.0,4.1,1.0,3.0,False,1030.0,1110.0,1190.0,1330.0,2.0,1.0
158,15.0,182,0.0,0.0,0.0,19.0,74.0,12.6,50.8,26.0,8.9,1.0,3.0,False,1030.0,1110.0,1190.0,1330.0,1.18,4.74
159,18.0,182,0.0,0.0,0.0,19.0,90.0,25.8,41.3,4.0,7.1,1.0,3.0,False,1030.0,1110.0,1190.0,1330.0,0.0,3.0
160,19.0,182,0.0,0.0,0.0,19.0,90.0,17.6,13.9,8.0,4.0,1.0,3.0,False,1030.0,1110.0,1190.0,1330.0,1.0,1.0
161,488.0,182,0.0,0.0,0.0,19.0,8.0,4.0,1.3,2.0,0.7,1.0,3.0,False,1030.0,1110.0,1190.0,1330.0,0.0,0.0
162,489.0,182,0.0,1.0,0.0,19.0,81.0,7.6,18.7,38.0,6.4,1.0,3.0,False,1030.0,1110.0,1190.0,1330.0,3.25,1.08
163,490.0,182,0.0,0.0,0.0,19.0,15.0,5.2,0.3,7.0,1.3,1.0,3.0,False,1030.0,1110.0,1190.0,1330.0,6.43,0.0
164,11.0,182,1.0,0.0,0.0,19.0,90.0,30.2,7.7,88.0,12.6,1.0,3.0,False,1030.0,1110.0,1190.0,1330.0,5.0,0.0
